X_id,timestamp,device_id,mac_address,bssid,ssid,DateTime,Hour
27,1579799410856,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:0d:01:10,cavalier,2020-01-23T17:10:10.855Z,2
28,1579799470958,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:0d:01:10,cavalier,2020-01-23T17:11:10.957Z,2
29,1579799530945,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:0d:01:10,cavalier,2020-01-23T17:12:10.944Z,2
30,1579799590948,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:0d:01:10,cavalier,2020-01-23T17:13:10.947Z,2
31,1579799650953,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:0d:01:10,cavalier,2020-01-23T17:14:10.953Z,2
32,1579799710943,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:0d:01:10,cavalier,2020-01-23T17:15:10.943Z,2
33,1579799770918,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:0d:01:10,cavalier,2020-01-23T17:16:10.917Z,2
34,1579799830921,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:0d:01:10,cavalier,2020-01-23T17:17:10.921Z,2
35,1579799890885,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,6c:f3:7f:ea:76:50,cavalier,2020-01-23T17:18:10.884Z,2
36,1579799950893,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:83:90,cavalier,2020-01-23T17:19:10.892Z,2
37,1579800010894,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:0c:86:70,cavalier,2020-01-23T17:20:10.894Z,2
40,1579800190897,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d7:30,cavalier,2020-01-23T17:23:10.897Z,2
41,1579800250924,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d7:30,cavalier,2020-01-23T17:24:10.924Z,2
42,1579800310957,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:25:10.957Z,2
43,1579800370901,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:26:10.901Z,2
44,1579800430902,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:27:10.901Z,2
45,1579800490903,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:28:10.903Z,2
46,1579800550902,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:29:10.901Z,2
47,1579800610905,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:30:10.904Z,2
48,1579800670940,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:31:10.940Z,2
49,1579800730942,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:32:10.941Z,2
50,1579800790901,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:33:10.901Z,2
51,1579800850957,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:34:10.957Z,2
52,1579800910986,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:35:10.986Z,2
53,1579800970913,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:36:10.913Z,2
54,1579801030988,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:37:10.987Z,2
55,1579801090989,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:38:10.989Z,2
56,1579801150990,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:39:10.990Z,2
57,1579801210915,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:40:10.914Z,2
58,1579801270901,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:41:10.901Z,2
59,1579801330984,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:42:10.983Z,2
60,1579801390996,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:43:10.996Z,2
61,1579801450995,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:44:10.994Z,2
62,1579801510911,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:45:10.911Z,2
63,1579801570987,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:46:10.986Z,2
64,1579801630895,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:47:10.894Z,2
65,1579801690974,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:48:10.973Z,2
66,1579801750960,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:49:10.960Z,2
67,1579801810986,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T17:50:10.986Z,2
68,1579801870916,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T17:51:10.915Z,2
69,1579801930989,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T17:52:10.989Z,2
70,1579801990914,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T17:53:10.914Z,2
71,1579802050955,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T17:54:10.954Z,2
72,1579802110909,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T17:55:10.908Z,2
73,1579802170972,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T17:56:10.971Z,2
74,1579802230981,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T17:57:10.980Z,2
75,1579802290966,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T17:58:10.966Z,2
76,1579802350938,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T17:59:10.937Z,2
77,1579802410986,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:00:10.986Z,3
78,1579802470993,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:01:10.993Z,3
79,1579802530994,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:02:10.993Z,3
80,1579802590937,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:03:10.937Z,3
81,1579802650961,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:04:10.960Z,3
82,1579802710994,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:05:10.993Z,3
83,1579802770987,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:06:10.986Z,3
84,1579802830976,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:07:10.976Z,3
85,1579802891001,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:08:11.000Z,3
86,1579802950992,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:09:10.992Z,3
87,1579803011002,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:10:11.002Z,3
88,1579803070920,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:11:10.920Z,3
89,1579803130967,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:12:10.967Z,3
90,1579803190979,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:13:10.979Z,3
91,1579803251779,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:14:11.779Z,3
92,1579803310990,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:60,cavalier,2020-01-23T18:15:10.990Z,3
93,1579803370996,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:16:10.996Z,3
94,1579803430994,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T18:17:10.993Z,3
95,1579803490994,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T18:18:10.993Z,3
96,1579803551001,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T18:19:11.000Z,3
97,1579803610957,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T18:20:10.957Z,3
98,1579803670934,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:70,cavalier,2020-01-23T18:21:10.934Z,3
99,1579803730914,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:60,cavalier,2020-01-23T18:22:10.914Z,3
100,1579803790935,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:60,cavalier,2020-01-23T18:23:10.934Z,3
101,1579803850912,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d6:60,cavalier,2020-01-23T18:24:10.911Z,3
102,1579803911000,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:25:11.000Z,3
103,1579803971014,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:26:11.013Z,3
104,1579804031012,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:27:11.012Z,3
105,1579804090990,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:28:10.990Z,3
106,1579804150938,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:29:10.937Z,3
107,1579804211017,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:30:11.016Z,3
108,1579804271015,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5f:a6:d0,cavalier,2020-01-23T18:31:11.015Z,3
109,1579804330921,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d7:30,cavalier,2020-01-23T18:32:10.921Z,3
110,1579804391008,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:23:d7:30,cavalier,2020-01-23T18:33:11.007Z,3
119,1579804931045,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:89:d0,cavalier,2020-01-23T18:42:11.045Z,3
120,1579804990959,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:43:10.959Z,3
121,1579805051015,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:44:11.015Z,3
122,1579805111008,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:45:11.007Z,3
123,1579805170962,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:46:10.961Z,3
124,1579805231024,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:47:11.023Z,3
125,1579805291011,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:48:11.010Z,3
126,1579805351031,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:49:11.030Z,3
127,1579805411030,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:50:11.029Z,3
128,1579805471027,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:51:11.026Z,3
129,1579805531016,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:52:11.016Z,3
130,1579805591024,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:53:11.023Z,3
131,1579805650940,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:54:10.940Z,3
132,1579805710949,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:55:10.948Z,3
133,1579805771030,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:56:11.029Z,3
134,1579805831039,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:57:11.039Z,3
135,1579805891017,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:58:11.016Z,3
136,1579805951035,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T18:59:11.035Z,3
137,1579806011029,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:00:11.029Z,4
138,1579806071024,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:01:11.023Z,4
139,1579806131035,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:02:11.035Z,4
140,1579806191033,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:03:11.032Z,4
141,1579806251039,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:04:11.039Z,4
142,1579806310976,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:05:10.976Z,4
143,1579806370951,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:06:10.950Z,4
144,1579806431031,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:07:11.030Z,4
145,1579806491045,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:08:11.045Z,4
146,1579806551043,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:09:11.042Z,4
147,1579806611039,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:10:11.039Z,4
148,1579806671042,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:11:11.042Z,4
149,1579806731035,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:12:11.035Z,4
150,1579806791048,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:13:11.048Z,4
151,1579806851068,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:14:11.068Z,4
152,1579806911042,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:15:11.042Z,4
153,1579806971044,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:16:11.043Z,4
154,1579807031053,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:17:11.052Z,4
155,1579807091050,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:18:11.049Z,4
156,1579807151034,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:19:11.033Z,4
157,1579807211044,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8b:d0,cavalier,2020-01-23T19:20:11.043Z,4
158,1579807271037,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,6c:f3:7f:ea:71:10,cavalier,2020-01-23T19:21:11.036Z,4
159,1579807331049,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,6c:f3:7f:e7:dc:50,cavalier,2020-01-23T19:22:11.049Z,4
160,1579807390999,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,6c:f3:7f:e7:fa:70,cavalier,2020-01-23T19:23:10.999Z,4
162,1579807510963,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:25:10.963Z,4
163,1579807571051,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:99:70,cavalier,2020-01-23T19:26:11.051Z,4
164,1579807631052,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:27:11.052Z,4
165,1579807691002,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:28:11.002Z,4
166,1579807751004,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:29:11.003Z,4
167,1579807811001,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:30:11.000Z,4
168,1579807871054,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:31:11.053Z,4
169,1579807931034,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:32:11.033Z,4
170,1579807991041,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:33:11.040Z,4
171,1579808051021,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:34:11.020Z,4
172,1579808111022,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:35:11.022Z,4
173,1579808171020,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:36:11.019Z,4
174,1579808231056,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:37:11.055Z,4
175,1579808291023,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:38:11.023Z,4
176,1579808351023,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:39:11.023Z,4
177,1579808411021,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:40:11.020Z,4
178,1579808471022,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:41:11.022Z,4
179,1579808531023,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:42:11.023Z,4
180,1579808590994,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5d:ff:b0,cavalier,2020-01-23T19:43:10.993Z,4
181,1579808651086,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,18:64:72:5e:c7:30,cavalier,2020-01-23T19:44:11.085Z,4
182,1579808711028,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:8c:90,cavalier,2020-01-23T19:45:11.028Z,4
183,1579808770994,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:99:10,cavalier,2020-01-23T19:46:10.993Z,4
184,1579808830971,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:99:10,cavalier,2020-01-23T19:47:10.970Z,4
185,1579808891026,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:99:10,cavalier,2020-01-23T19:48:11.026Z,4
186,1579808951031,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:99:10,cavalier,2020-01-23T19:49:11.030Z,4
187,1579809011066,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:99:10,cavalier,2020-01-23T19:50:11.065Z,4
188,1579809071067,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:99:10,cavalier,2020-01-23T19:51:11.066Z,4
189,1579809131075,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:99:10,cavalier,2020-01-23T19:52:11.075Z,4
190,1579809191056,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:99:10,cavalier,2020-01-23T19:53:11.055Z,4
191,1579809251084,6103ce5f-6cc5-44fe-9487-78117aecb389,NULL,94:b4:0f:80:99:10,cavalier,2020-01-23T19:54:11.084Z,4
